InstanceFlexibilityGroup,InstanceFlexibilityRatio,InstanceId,Kind,ReservationOrderId,ReservationId,ReservedHours,SkuName,TotalReservedQuantity,UsageDate,UsedHours
BS Series High Memory,1,/subscriptions/ccac9037-3597-54a6-95b9-7a3f01929f20/resourceGroups/VMRG/providers/Microsoft.Compute/virtualMachines/LinuxVM,Reservation,bc790679-445b-5f87-8074-3aee36f2f930,7e7ba477-d325-5513-8ef2-64f60091a9bd,48,Standard_B2ms,2,2025-02-12T00:00:00Z,24
BS Series High Memory,1,/subscriptions/ccac9037-3597-54a6-95b9-7a3f01929f20/resourceGroups/VMRG/providers/Microsoft.Compute/virtualMachines/LinuxVM,Reservation,bc790679-445b-5f87-8074-3aee36f2f930,7e7ba477-d325-5513-8ef2-64f60091a9bd,48,Standard_B2ms,2,2025-02-14T00:00:00Z,24
BS Series High Memory,1,/subscriptions/ccac9037-3597-54a6-95b9-7a3f01929f20/resourceGroups/VMRG/providers/Microsoft.Compute/virtualMachines/LinuxVM,Reservation,bc790679-445b-5f87-8074-3aee36f2f930,7e7ba477-d325-5513-8ef2-64f60091a9bd,48,Standard_B2ms,2,2025-02-09T00:00:00Z,24
BS Series High Memory,1,/subscriptions/8782db2d-5407-59f5-8cb8-c8d0709ba366/resourceGroups/DRAINASP/providers/Microsoft.Compute/virtualMachines/fooB2,Reservation,bc790679-445b-5f87-8074-3aee36f2f930,7e7ba477-d325-5513-8ef2-64f60091a9bd,48,Standard_B2ms,2,2025-02-10T00:00:00Z,23.983353
BS Series High Memory,1,/subscriptions/8782db2d-5407-59f5-8cb8-c8d0709ba366/resourceGroups/DRAINASP/providers/Microsoft.Compute/virtualMachines/fooB2,Reservation,bc790679-445b-5f87-8074-3aee36f2f930,7e7ba477-d325-5513-8ef2-64f60091a9bd,48,Standard_B2ms,2,2025-02-08T00:00:00Z,24
BS Series High Memory,1,/subscriptions/ccac9037-3597-54a6-95b9-7a3f01929f20/resourceGroups/VMRG/providers/Microsoft.Compute/virtualMachines/LinuxVM,Reservation,bc790679-445b-5f87-8074-3aee36f2f930,7e7ba477-d325-5513-8ef2-64f60091a9bd,48,Standard_B2ms,2,2025-02-28T00:00:00Z,23.983353
BS Series,0.125,/subscriptions/0679a9bf-7afb-57ef-a8e3-e0ee3d9efd54/resourceGroups/MC_TEST-CLUSTERS_CLUSTER2_SOUTHCENTRALUS/providers/Microsoft.Compute/virtualMachineScaleSets/aks-agentpool-15835694-vmss,Reservation,0786623a-8fd6-5b16-9f94-729b1cb68305,a0b8b9c5-61c1-5076-8080-40a0d06d602c,24,Standard_B2s,1,2025-02-26T00:00:00Z,24
BS Series,0.125,/subscriptions/0679a9bf-7afb-57ef-a8e3-e0ee3d9efd54/resourceGroups/MC_TEST-CLUSTERS_CLUSTER2_SOUTHCENTRALUS/providers/Microsoft.Compute/virtualMachineScaleSets/aks-agentpool-15835694-vmss,Reservation,0786623a-8fd6-5b16-9f94-729b1cb68305,a0b8b9c5-61c1-5076-8080-40a0d06d602c,24,Standard_B2s,1,2025-02-18T00:00:00Z,24
BS Series,0.125,/subscriptions/0679a9bf-7afb-57ef-a8e3-e0ee3d9efd54/resourceGroups/MC_TEST-CLUSTERS_CLUSTER2_SOUTHCENTRALUS/providers/Microsoft.Compute/virtualMachineScaleSets/aks-agentpool-15835694-vmss,Reservation,0786623a-8fd6-5b16-9f94-729b1cb68305,a0b8b9c5-61c1-5076-8080-40a0d06d602c,24,Standard_B2s,1,2025-02-28T00:00:00Z,24
BS Series,0.125,/subscriptions/0679a9bf-7afb-57ef-a8e3-e0ee3d9efd54/resourceGroups/MC_TEST-CLUSTERS_CLUSTER2_SOUTHCENTRALUS/providers/Microsoft.Compute/virtualMachineScaleSets/aks-agentpool-15835694-vmss,Reservation,0786623a-8fd6-5b16-9f94-729b1cb68305,a0b8b9c5-61c1-5076-8080-40a0d06d602c,24,Standard_B2s,1,2025-02-05T00:00:00Z,24
BS Series,0.125,/subscriptions/0679a9bf-7afb-57ef-a8e3-e0ee3d9efd54/resourceGroups/MC_TEST-CLUSTERS_CLUSTER2_SOUTHCENTRALUS/providers/Microsoft.Compute/virtualMachineScaleSets/aks-agentpool-15835694-vmss,Reservation,0786623a-8fd6-5b16-9f94-729b1cb68305,a0b8b9c5-61c1-5076-8080-40a0d06d602c,24,Standard_B2s,1,2025-02-24T00:00:00Z,24
BS Series,0.125,/subscriptions/0679a9bf-7afb-57ef-a8e3-e0ee3d9efd54/resourceGroups/MC_TEST-CLUSTERS_CLUSTER2_SOUTHCENTRALUS/providers/Microsoft.Compute/virtualMachineScaleSets/aks-agentpool-15835694-vmss,Reservation,0786623a-8fd6-5b16-9f94-729b1cb68305,a0b8b9c5-61c1-5076-8080-40a0d06d602c,24,Standard_B2s,1,2025-02-11T00:00:00Z,24
BS Series,0.125,/subscriptions/0679a9bf-7afb-57ef-a8e3-e0ee3d9efd54/resourceGroups/MC_TEST-CLUSTERS_CLUSTER2_SOUTHCENTRALUS/providers/Microsoft.Compute/virtualMachineScaleSets/aks-agentpool-15835694-vmss,Reservation,0786623a-8fd6-5b16-9f94-729b1cb68305,a0b8b9c5-61c1-5076-8080-40a0d06d602c,24,Standard_B2s,1,2025-02-20T00:00:00Z,24
BS Series,0.125,/subscriptions/0679a9bf-7afb-57ef-a8e3-e0ee3d9efd54/resourceGroups/MC_TEST-CLUSTERS_CLUSTER2_SOUTHCENTRALUS/providers/Microsoft.Compute/virtualMachineScaleSets/aks-agentpool-15835694-vmss,Reservation,0786623a-8fd6-5b16-9f94-729b1cb68305,a0b8b9c5-61c1-5076-8080-40a0d06d602c,24,Standard_B2s,1,2025-02-09T00:00:00Z,24
Dsv4 Series,1,/subscriptions/8782db2d-5407-59f5-8cb8-c8d0709ba366/resourceGroups/DRAINASP/providers/Microsoft.Compute/virtualMachines/testasp,Reservation,3c2b1f30-3345-58b6-a98d-9fde528f6c78,bbde0888-f643-5a6b-bf2c-7a4bbc0423fd,24,Standard_D4s_v4,1,2025-02-01T00:00:00Z,24
Dsv4 Series,1,/subscriptions/8782db2d-5407-59f5-8cb8-c8d0709ba366/resourceGroups/DRAINASP/providers/Microsoft.Compute/virtualMachines/testasp,Reservation,3c2b1f30-3345-58b6-a98d-9fde528f6c78,bbde0888-f643-5a6b-bf2c-7a4bbc0423fd,24,Standard_D4s_v4,1,2025-02-25T00:00:00Z,24
Dsv4 Series,1,/subscriptions/8782db2d-5407-59f5-8cb8-c8d0709ba366/resourceGroups/DRAINASP/providers/Microsoft.Compute/virtualMachines/testasp,Reservation,3c2b1f30-3345-58b6-a98d-9fde528f6c78,bbde0888-f643-5a6b-bf2c-7a4bbc0423fd,24,Standard_D4s_v4,1,2025-02-28T00:00:00Z,24
Dsv4 Series,1,/subscriptions/8782db2d-5407-59f5-8cb8-c8d0709ba366/resourceGroups/DRAINASP/providers/Microsoft.Compute/virtualMachines/testasp,Reservation,3c2b1f30-3345-58b6-a98d-9fde528f6c78,bbde0888-f643-5a6b-bf2c-7a4bbc0423fd,24,Standard_D4s_v4,1,2025-02-13T00:00:00Z,24
Dsv4 Series,1,/subscriptions/8782db2d-5407-59f5-8cb8-c8d0709ba366/resourceGroups/DRAINASP/providers/Microsoft.Compute/virtualMachines/testasp,Reservation,3c2b1f30-3345-58b6-a98d-9fde528f6c78,bbde0888-f643-5a6b-bf2c-7a4bbc0423fd,24,Standard_D4s_v4,1,2025-02-24T00:00:00Z,24
Dsv4 Series,1,/subscriptions/8782db2d-5407-59f5-8cb8-c8d0709ba366/resourceGroups/DRAINASP/providers/Microsoft.Compute/virtualMachines/testasp,Reservation,3c2b1f30-3345-58b6-a98d-9fde528f6c78,bbde0888-f643-5a6b-bf2c-7a4bbc0423fd,24,Standard_D4s_v4,1,2025-02-27T00:00:00Z,24
Dsv4 Series,1,/subscriptions/8782db2d-5407-59f5-8cb8-c8d0709ba366/resourceGroups/DRAINASP/providers/Microsoft.Compute/virtualMachines/testasp,Reservation,3c2b1f30-3345-58b6-a98d-9fde528f6c78,bbde0888-f643-5a6b-bf2c-7a4bbc0423fd,24,Standard_D4s_v4,1,2025-02-22T00:00:00Z,24
Dsv4 Series,1,/subscriptions/8782db2d-5407-59f5-8cb8-c8d0709ba366/resourceGroups/DRAINASP/providers/Microsoft.Compute/virtualMachines/testasp,Reservation,3c2b1f30-3345-58b6-a98d-9fde528f6c78,bbde0888-f643-5a6b-bf2c-7a4bbc0423fd,24,Standard_D4s_v4,1,2025-02-06T00:00:00Z,23.916765
Dsv4 Series,1,/subscriptions/8782db2d-5407-59f5-8cb8-c8d0709ba366/resourceGroups/DRAINASP/providers/Microsoft.Compute/virtualMachines/testasp,Reservation,3c2b1f30-3345-58b6-a98d-9fde528f6c78,bbde0888-f643-5a6b-bf2c-7a4bbc0423fd,24,Standard_D4s_v4,1,2025-02-17T00:00:00Z,24
Dsv4 Series,1,/subscriptions/8782db2d-5407-59f5-8cb8-c8d0709ba366/resourceGroups/DRAINASP/providers/Microsoft.Compute/virtualMachines/testasp,Reservation,3c2b1f30-3345-58b6-a98d-9fde528f6c78,bbde0888-f643-5a6b-bf2c-7a4bbc0423fd,24,Standard_D4s_v4,1,2025-02-02T00:00:00Z,23.966706
Dsv4 Series,1,/subscriptions/8782db2d-5407-59f5-8cb8-c8d0709ba366/resourceGroups/DRAINASP/providers/Microsoft.Compute/virtualMachines/testasp,Reservation,3c2b1f30-3345-58b6-a98d-9fde528f6c78,bbde0888-f643-5a6b-bf2c-7a4bbc0423fd,24,Standard_D4s_v4,1,2025-02-18T00:00:00Z,24
DSv3 Series,1,/subscriptions/a9a24bef-4c16-5666-8ac7-e063a2b4888c/resourceGroups/TEST0419/providers/Microsoft.Compute/virtualMachines/12fc,Reservation,896f4b52-2548-5ee6-b02b-7905a2cb7366,40090977-a75d-5be6-befc-7b90fcf08409,24,Standard_D2s_v3,1,2025-02-07T00:00:00Z,24
DSv3 Series,1,/subscriptions/a9a24bef-4c16-5666-8ac7-e063a2b4888c/resourceGroups/TEST0419/providers/Microsoft.Compute/virtualMachines/12fc,Reservation,896f4b52-2548-5ee6-b02b-7905a2cb7366,40090977-a75d-5be6-befc-7b90fcf08409,24,Standard_D2s_v3,1,2025-02-22T00:00:00Z,24
DSv3 Series,1,/subscriptions/a9a24bef-4c16-5666-8ac7-e063a2b4888c/resourceGroups/TEST0419/providers/Microsoft.Compute/virtualMachines/12fc,Reservation,896f4b52-2548-5ee6-b02b-7905a2cb7366,40090977-a75d-5be6-befc-7b90fcf08409,24,Standard_D2s_v3,1,2025-02-13T00:00:00Z,24
DSv3 Series,1,/subscriptions/a9a24bef-4c16-5666-8ac7-e063a2b4888c/resourceGroups/TEST0419/providers/Microsoft.Compute/virtualMachines/12fc,Reservation,896f4b52-2548-5ee6-b02b-7905a2cb7366,40090977-a75d-5be6-befc-7b90fcf08409,24,Standard_D2s_v3,1,2025-02-20T00:00:00Z,24
DSv3 Series,1,/subscriptions/a9a24bef-4c16-5666-8ac7-e063a2b4888c/resourceGroups/TEST0419/providers/Microsoft.Compute/virtualMachines/12fc,Reservation,896f4b52-2548-5ee6-b02b-7905a2cb7366,40090977-a75d-5be6-befc-7b90fcf08409,24,Standard_D2s_v3,1,2025-02-25T00:00:00Z,24
DSv3 Series,1,/subscriptions/a9a24bef-4c16-5666-8ac7-e063a2b4888c/resourceGroups/TEST0419/providers/Microsoft.Compute/virtualMachines/12fc,Reservation,896f4b52-2548-5ee6-b02b-7905a2cb7366,40090977-a75d-5be6-befc-7b90fcf08409,24,Standard_D2s_v3,1,2025-02-10T00:00:00Z,24
DSv3 Series,1,/subscriptions/a9a24bef-4c16-5666-8ac7-e063a2b4888c/resourceGroups/TEST0419/providers/Microsoft.Compute/virtualMachines/12fc,Reservation,896f4b52-2548-5ee6-b02b-7905a2cb7366,40090977-a75d-5be6-befc-7b90fcf08409,24,Standard_D2s_v3,1,2025-02-26T00:00:00Z,24
DSv3 Series,1,/subscriptions/a9a24bef-4c16-5666-8ac7-e063a2b4888c/resourceGroups/TEST0419/providers/Microsoft.Compute/virtualMachines/12fc,Reservation,896f4b52-2548-5ee6-b02b-7905a2cb7366,40090977-a75d-5be6-befc-7b90fcf08409,24,Standard_D2s_v3,1,2025-02-23T00:00:00Z,24
DSv3 Series,1,/subscriptions/a9a24bef-4c16-5666-8ac7-e063a2b4888c/resourceGroups/TEST0419/providers/Microsoft.Compute/virtualMachines/12fc,Reservation,896f4b52-2548-5ee6-b02b-7905a2cb7366,40090977-a75d-5be6-befc-7b90fcf08409,24,Standard_D2s_v3,1,2025-02-08T00:00:00Z,23.983353
BS Series,1,/subscriptions/a418c155-3d36-532f-bc6d-914af7444c52/resourceGroups/HIDDENVMPOC/providers/Microsoft.Compute/virtualMachines/hiddenvmpoc1,Reservation,4ee41f32-7b97-58eb-9759-d0a990fd45a7,609ce8c4-0cc2-52af-9f3a-762e04c712e1,24,Standard_B2s,1,2025-02-01T00:00:00Z,23.983353
BS Series,1,/subscriptions/a418c155-3d36-532f-bc6d-914af7444c52/resourceGroups/HIDDENVMPOC/providers/Microsoft.Compute/virtualMachines/hiddenvmpoc1,Reservation,4ee41f32-7b97-58eb-9759-d0a990fd45a7,609ce8c4-0cc2-52af-9f3a-762e04c712e1,24,Standard_B2s,1,2025-02-02T00:00:00Z,24
BS Series,1,/subscriptions/a418c155-3d36-532f-bc6d-914af7444c52/resourceGroups/HIDDENVMPOC/providers/Microsoft.Compute/virtualMachines/hiddenvmpoc1,Reservation,4ee41f32-7b97-58eb-9759-d0a990fd45a7,609ce8c4-0cc2-52af-9f3a-762e04c712e1,24,Standard_B2s,1,2025-02-26T00:00:00Z,24
BS Series,1,/subscriptions/a418c155-3d36-532f-bc6d-914af7444c52/resourceGroups/HIDDENVMPOC/providers/Microsoft.Compute/virtualMachines/hiddenvmpoc1,Reservation,4ee41f32-7b97-58eb-9759-d0a990fd45a7,609ce8c4-0cc2-52af-9f3a-762e04c712e1,24,Standard_B2s,1,2025-02-19T00:00:00Z,23.983353
BS Series,1,/subscriptions/a418c155-3d36-532f-bc6d-914af7444c52/resourceGroups/HIDDENVMPOC/providers/Microsoft.Compute/virtualMachines/hiddenvmpoc1,Reservation,4ee41f32-7b97-58eb-9759-d0a990fd45a7,609ce8c4-0cc2-52af-9f3a-762e04c712e1,24,Standard_B2s,1,2025-02-06T00:00:00Z,24
BS Series,1,/subscriptions/a418c155-3d36-532f-bc6d-914af7444c52/resourceGroups/HIDDENVMPOC/providers/Microsoft.Compute/virtualMachines/hiddenvmpoc1,Reservation,4ee41f32-7b97-58eb-9759-d0a990fd45a7,609ce8c4-0cc2-52af-9f3a-762e04c712e1,24,Standard_B2s,1,2025-02-14T00:00:00Z,24
