AvailabilityZone,BilledCost,BillingAccountId,BillingAccountName,BillingAccountType,BillingCurrency,BillingPeriodEnd,BillingPeriodStart,ChargeCategory,ChargeDescription,ChargeFrequency,ChargePeriodEnd,ChargePeriodStart,ChargeSubcategory,CommitmentDiscountCategory,CommitmentDiscountId,CommitmentDiscountName,CommitmentDiscountType,EffectiveCost,InvoiceIssuerName,ListCost,ListUnitPrice,PricingCategory,PricingQuantity,PricingUnit,ProviderName,PublisherName,Region,ResourceId,ResourceName,ResourceType,ServiceCategory,ServiceName,SkuId,SkuPriceId,SubAccountId,SubAccountName,SubAccountType,Tags,UsageQuantity,UsageUnit,x_AccountName,x_AccountOwnerId,x_BilledCostInUsd,x_BilledUnitPrice,x_BillingAccountId,x_BillingAccountName,x_BillingExchangeRate,x_BillingExchangeRateDate,x_BillingProfileId,x_BillingProfileName,x_ChargeId,x_CostAllocationRuleName,x_CostCenter,x_CustomerId,x_CustomerName,x_EffectiveCostInUsd,x_EffectiveUnitPrice,x_InvoiceId,x_InvoiceIssuerId,x_InvoiceSectionId,x_InvoiceSectionName,x_OnDemandCost,x_OnDemandCostInUsd,x_OnDemandUnitPrice,x_PartnerCreditApplied,x_PartnerCreditRate,x_PricingBlockSize,x_PricingCurrency,x_PricingSubcategory,x_PricingUnitDescription,x_PublisherCategory,x_PublisherId,x_ResellerId,x_ResellerName,x_ResourceGroupName,x_ResourceType,x_ServicePeriodEnd,x_ServicePeriodStart,x_SkuDescription,x_SkuDetails,x_SkuIsCreditEligible,x_SkuMeterCategory,x_SkuMeterId,x_SkuMeterName,x_SkuMeterSubcategory,x_SkuOfferId,x_SkuOrderId,x_SkuOrderName,x_SkuPartNumber,x_SkuRegion,x_SkuServiceFamily,x_SkuTerm,x_SkuTier
,0.000007155,/providers/Microsoft.Billing/billingAccounts/1844103,Trey Research Demo (DO NOT USE),Billing Account,USD,2024-07-01T00:00Z,2024-06-01T00:00Z,Usage,Tables - LRS Data Stored,Usage-Based,2024-06-05T00:00Z,2024-06-04T00:00Z,On-Demand,,,,,0.000007155,Microsoft,0.000007155,0.045,On-Demand,0.000159,GB/Month,Microsoft,Microsoft,East US,/subscriptions/7a791768-9f91-55d1-934e-183293918895/resourceGroups/DevTestLab/providers/Microsoft.Storage/storageAccounts/ccmuxintegrationtets,ccmuxintegrationtets,Storage account,Storage,Storage Accounts,5344926,5344926,/subscriptions/7a791768-9f91-55d1-934e-183293918895,Trey Research R&D Playground,Subscription,"{""org"": ""trey"","" org"": ""trey"",""env"": ""prod"",""CostAllocationTest"": ""Sameer""}",0.000159,GB/Month,ACM Team,user-dddba4ef10@example.invalid,,0.045,1844103,Trey Research Demo (DO NOT USE),1,2024-06-01T00:00Z,1844103,Trey Research Demo (DO NOT USE),,SameerRuleWithTag,ACM9000,,,,0.045,,,113561,ACM,0.000007155,,0.045,,,1,USD,Standard,1 GB/Month,Cloud Provider,Microsoft,,,DevTestLab,Microsoft.Storage/storageAccounts,,,Tables - LRS Data Stored,,True,Storage,96c47302-60d6-59bb-8c96-81d51e8e8bf3,LRS Data Stored,Tables,MS-AZR-0148P,,,N9H-00637,,,,
,-0.006695,/providers/Microsoft.Billing/billingAccounts/1844103,Trey Research Demo (DO NOT USE),Billing Account,USD,2024-07-01T00:00Z,2024-06-01T00:00Z,Usage,Standard SSD Managed Disks - E4 - LRS - Disk Operations,Usage-Based,2024-06-09T00:00Z,2024-06-08T00:00Z,On-Demand,,,,,-0.006695,Microsoft,-0.0066950,0.002,On-Demand,-0.00033475,Units,Microsoft,Microsoft,East US,/subscriptions/eb0e8306-8441-5385-8f11-d0f7dbbc8110/resourceGroups/MC_AKSTESTINGRG_EATESTCLUSTER3_EASTUS/providers/Microsoft.Compute/disks/pvc-14336ce8-eddd-54a2-925f-39336f498a26,pvc-14336ce8-eddd-54a2-925f-39336f498a26,Disk,Compute,Virtual Machines,7626575,7626575,/subscriptions/eb0e8306-8441-5385-8f11-d0f7dbbc8110,Trey Research Corporate,Subscription,"{""aks-managed-cluster-name"": ""eatestCluster3"",""aks-managed-cluster-rg"": ""akstestingrg"",""CostCenter"": ""1234"",""env"": ""prod"",""org"": ""trey"",""Cost department"": ""Marketing"",""k8s-azure-created-by"": ""kubernetes-azure-dd"",""kubernetes.io-created-for-pv-name"": ""pvc-14336ce8-eddd-54a2-925f-39336f498a26"",""kubernetes.io-created-for-pvc-name"": ""cost-analysis-agent-prometheus-server"",""kubernetes.io-created-for-pvc-namespace"": ""kube-system""}",-3.34750000,Units,ACM Team,user-dddba4ef10@example.invalid,,0.002,1844103,Trey Research Demo (DO NOT USE),1,2024-06-01T00:00Z,1844103,Trey Research Demo (DO NOT USE),,PartnerCommunityDemo,ACM9000,,,,0.002,,,113561,ACM,-0.00000066950,,0.002,,,10000,USD,Standard,10K,Cloud Provider,Microsoft,,,MC_AKSTESTINGRG_EATESTCLUSTER3_EASTUS,Microsoft.Compute/disks,,,Standard SSD Managed Disks - E4 - LRS - Disk Operations,,True,Storage,b12f43b9-4329-5883-8aef-02446debdbd7,E4 LRS Disk Operations,Standard SSD Managed Disks,MS-AZR-0017P,,,AAD-26003,,,,
,3.504,/providers/Microsoft.Billing/billingAccounts/1844103,Trey Research Demo (DO NOT USE),Billing Account,USD,2024-07-01T00:00Z,2024-06-01T00:00Z,Usage,Virtual Machines Dv2/DSv2 Series - D2 v2/DS2 v2 - US Central,Usage-Based,2024-06-09T00:00Z,2024-06-08T00:00Z,On-Demand,,,,,3.504,Microsoft,3.504,0.146,On-Demand,24,Hours,Microsoft,Microsoft,Central US,/subscriptions/eb0e8306-8441-5385-8f11-d0f7dbbc8110/resourceGroups/MC_RG_NAME_CLUSTER_NAME_CENTRALUS/providers/Microsoft.Compute/virtualMachineScaleSets/aks-agentpool-41345428-vmss,aks-agentpool-41981281-vmss,Virtual machine scale set,Compute,Virtual Machine Scale Sets,1496002,1496002,/subscriptions/f45d828e-047b-5cfe-b619-9edc433ddb92,Trey Research IT,Subscription,"{""aks-managed-cluster-name"": ""Cluster_Name"",""aks-managed-cluster-rg"": ""RG_Name"",""CostCenter"": ""1234"",""env"": ""prod"",""org"": ""trey"",""Cost department"": ""Marketing"",""aks-managed-consolidated-additional-properties"": ""dc5aae38-649e-5049-82be-5c777697df0b"",""aks-managed-createOperationID"": """",""aks-managed-creationSource"": ""vmssclient-aks-agentpool-41981281-vmss"",""aks-managed-kubeletIdentityClientID"": ""618a49c5-9301-5618-a35c-1aa5ab17834d"",""aks-managed-operationID"": ""5248f573-9269-5048-8cc4-73e3a4c7ab04"",""aks-managed-orchestrator"": ""Kubernetes:1.20.9"",""aks-managed-poolName"": ""agentpool"",""aks-managed-resourceNameSuffix"": ""41981281"",""aks-managed-ssh-access"": ""LocalUser"",""orchestrator"": ""Kubernetes:1.20.9"",""poolName"": ""agentpool""}",24,Hours,ACM Team,user-dddba4ef10@example.invalid,,0.146,1844103,Trey Research Demo (DO NOT USE),1,2024-06-01T00:00Z,1844103,Trey Research Demo (DO NOT USE),,PartnerCommunityDemo,ACM9000,,,,0.146,,,113561,ACM,3.504,,0.146,,,1,USD,Standard,1 Hour,Cloud Provider,Microsoft,,,MC_RG_NAME_CLUSTER_NAME_CENTRALUS,Microsoft.Compute/virtualMachineScaleSets,,,Virtual Machines Dv2/DSv2 Series - D2 v2/DS2 v2 - US Central,"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_DS2_v2"",""VMName"":""aks-agentpool-41981281-vmss_15"",""VMProperties"":""Microsoft.AKS.Compute.AKS.Linux.Billing"",""VCPUs"":2,""ConsumedQuantity"":1.0}",True,Virtual Machines,db8c3d5a-7921-58cd-8e9b-4a0f5400e840,D2 v2/DS2 v2,Dv2/DSv2 Series,MS-AZR-0017P,,,997-02782,US Central,,,
,0.000004,/providers/Microsoft.Billing/billingAccounts/1844103,Trey Research Demo (DO NOT USE),Billing Account,USD,2024-07-01T00:00Z,2024-06-01T00:00Z,Usage,Tiered Block Blob - All Other Operations - US East,Usage-Based,2024-06-09T00:00Z,2024-06-08T00:00Z,On-Demand,,,,,0.000004,Microsoft,0.000004,0.004,On-Demand,0.0000001,Units,Microsoft,Microsoft,East US,/subscriptions/7a791768-9f91-55d1-934e-183293918895/resourceGroups/ftk-integration-tests/providers/Microsoft.Storage/storageAccounts/b160ce392ba74cd1bc957a27,b160ce392ba74cd1bc957a27,Storage account,Storage,Storage Accounts,9007992,9007992,/subscriptions/7a791768-9f91-55d1-934e-183293918895,Trey Research R&D Playground,Subscription,"{""org"": ""trey"",""Project"": ""Foo"",""CostCenter"": ""1234"","" org"": ""trey"",""env"": ""prod"",""CostAllocationTest"": ""Sameer""}",0.0010000,Units,ACM Team,user-dddba4ef10@example.invalid,,0.004,1844103,Trey Research Demo (DO NOT USE),1,2024-06-01T00:00Z,1844103,Trey Research Demo (DO NOT USE),,SameerRuleWithTag,ACM9000,,,,0.004,,,113561,ACM,0.0000000004,,0.004,,,10000,USD,Standard,10K,Cloud Provider,Microsoft,,,ftk-integration-tests,Microsoft.Storage/storageAccounts,,,Tiered Block Blob - All Other Operations - US East,,True,Storage,2c2b91da-831a-5261-9634-b8081bc7a5ce,All Other Operations,Tiered Block Blob,MS-AZR-0148P,,,AAA-70098,US East,,,
,0.00000648,/providers/Microsoft.Billing/billingAccounts/1844103,Trey Research Demo (DO NOT USE),Billing Account,USD,2024-07-01T00:00Z,2024-06-01T00:00Z,Usage,Tables - LRS Data Stored,Usage-Based,2024-06-09T00:00Z,2024-06-08T00:00Z,On-Demand,,,,,0.00000648,Microsoft,0.000006480,0.045,On-Demand,0.000144,GB/Month,Microsoft,Microsoft,East US,/subscriptions/7a791768-9f91-55d1-934e-183293918895/resourceGroups/ftk-integration-tests/providers/Microsoft.Storage/storageAccounts/c29ca73675b5429eaba37b6c,c29ca73675b5429eaba37b6c,Storage account,Storage,Storage Accounts,5344926,5344926,/subscriptions/7a791768-9f91-55d1-934e-183293918895,Trey Research R&D Playground,Subscription,"{""org"": ""trey"",""Project"": ""Foo"",""CostCenter"": ""1234"","" org"": ""trey"",""env"": ""prod"",""CostAllocationTest"": ""Sameer""}",0.000144,GB/Month,ACM Team,user-dddba4ef10@example.invalid,,0.045,1844103,Trey Research Demo (DO NOT USE),1,2024-06-01T00:00Z,1844103,Trey Research Demo (DO NOT USE),,SameerRuleWithTag,ACM9000,,,,0.045,,,113561,ACM,0.000006480,,0.045,,,1,USD,Standard,1 GB/Month,Cloud Provider,Microsoft,,,ftk-integration-tests,Microsoft.Storage/storageAccounts,,,Tables - LRS Data Stored,,True,Storage,96c47302-60d6-59bb-8c96-81d51e8e8bf3,LRS Data Stored,Tables,MS-AZR-0148P,,,N9H-00637,,,,
,0.00004176,/providers/Microsoft.Billing/billingAccounts/1844103,Trey Research Demo (DO NOT USE),Billing Account,USD,2024-07-01T00:00Z,2024-06-01T00:00Z,Usage,Tiered Block Blob - Index Tags - US East,Usage-Based,2024-06-09T00:00Z,2024-06-08T00:00Z,On-Demand,,,,,0.00004176,Microsoft,0.00004176,0.03,On-Demand,0.0000001392,Units/Month,Microsoft,Microsoft,East US,/subscriptions/eb0e8306-8441-5385-8f11-d0f7dbbc8110/resourceGroups/AnalyticsEngine/providers/Microsoft.Storage/storageAccounts/sqlvazrcgtstlsqjag,sqlvazrcgtstlsqjag,Storage account,Storage,Storage Accounts,238297031,238297031,/subscriptions/f45d828e-047b-5cfe-b619-9edc433ddb92,Trey Research IT,Subscription,"{""CostCenter"": ""1234"",""ms:Department"": ""test"",""Cost department"": ""Marketing"",""env"": ""prod"",""org"": ""trey"",""Project"": ""Foo""}",0.0013920000,Units/Month,ACM Team,user-dddba4ef10@example.invalid,,0.03,1844103,Trey Research Demo (DO NOT USE),1,2024-06-01T00:00Z,1844103,Trey Research Demo (DO NOT USE),,PartnerCommunityDemo,ACM9000,,,,0.03,,,113561,ACM,0.000000004176,,0.03,,,10000,USD,Standard,10K/Month,Cloud Provider,Microsoft,,,AnalyticsEngine,Microsoft.Storage/storageAccounts,,,Tiered Block Blob - Index Tags - US East,,True,Storage,3126a6b1-d666-5ae2-af9d-884682e18516,Index Tags,Tiered Block Blob,MS-AZR-0017P,,,AAF-78617,US East,,,
,0.00999936,/providers/Microsoft.Billing/billingAccounts/1844103,Trey Research Demo (DO NOT USE),Billing Account,USD,2024-07-01T00:00Z,2024-06-01T00:00Z,Usage,Files - LRS Data Stored,Usage-Based,2024-06-09T00:00Z,2024-06-08T00:00Z,On-Demand,,,,,0.00999936,Microsoft,0.00999936,0.06,On-Demand,0.166656,GB/Month,Microsoft,Microsoft,West US,/subscriptions/e8ffc2ae-41c5-554a-8c9c-3a1e30ea1a15/resourceGroups/cloud-shell-storage-westus/providers/Microsoft.Storage/storageAccounts/cs41003200082685d93,cs41003200082685d93,Storage account,Storage,Storage Accounts,5278095,5278095,/subscriptions/e8ffc2ae-41c5-554a-8c9c-3a1e30ea1a15,Trey Research Finance,Subscription,"{""CostCenter"": ""1234"",""ms-resource-usage"": ""azure-cloud-shell"",""env"": ""prod"",""org"": ""trey""}",0.166656,GB/Month,ACM Team,user-dddba4ef10@example.invalid,,0.06,1844103,Trey Research Demo (DO NOT USE),1,2024-06-01T00:00Z,1844103,Trey Research Demo (DO NOT USE),,,ACM9000,,,,0.06,,,113561,ACM,0.00999936,,0.06,,,1,USD,Standard,1 GB/Month,Cloud Provider,Microsoft,,,cloud-shell-storage-westus,Microsoft.Storage/storageAccounts,,,Files - LRS Data Stored,,True,Storage,9110e321-c9eb-57bd-a4d1-cae27004faa2,LRS Data Stored,Files,MS-AZR-0017P,,,N9H-00069,,,,
,-0.000004,/providers/Microsoft.Billing/billingAccounts/1844103,Trey Research Demo (DO NOT USE),Billing Account,USD,2024-07-01T00:00Z,2024-06-01T00:00Z,Usage,Tiered Block Blob - All Other Operations - US East,Usage-Based,2024-06-09T00:00Z,2024-06-08T00:00Z,On-Demand,,,,,-0.000004,Microsoft,-0.000004,0.004,On-Demand,-0.0000001,Units,Microsoft,Microsoft,East US,/subscriptions/7a791768-9f91-55d1-934e-183293918895/resourceGroups/ftk-integration-tests/providers/Microsoft.Storage/storageAccounts/e94c4351b9aa4b87b33d67c7,e94c4351b9aa4b87b33d67c7,Storage account,Storage,Storage Accounts,9007992,9007992,/subscriptions/7a791768-9f91-55d1-934e-183293918895,Trey Research R&D Playground,Subscription,"{""CostCenter"": ""1234"",""CostAllocationTest"": ""Sameer"",""env"": ""prod"",""org"": ""trey"",""Project"": ""Foo""}",-0.0010000,Units,ACM Team,user-dddba4ef10@example.invalid,,0.004,1844103,Trey Research Demo (DO NOT USE),1,2024-06-01T00:00Z,1844103,Trey Research Demo (DO NOT USE),,SameerRuleWithTag,ACM9000,,,,0.004,,,113561,ACM,-0.0000000004,,0.004,,,10000,USD,Standard,10K,Cloud Provider,Microsoft,,,ftk-integration-tests,Microsoft.Storage/storageAccounts,,,Tiered Block Blob - All Other Operations - US East,,True,Storage,2c2b91da-831a-5261-9634-b8081bc7a5ce,All Other Operations,Tiered Block Blob,MS-AZR-0148P,,,AAA-70098,US East,,,
,-0.00001,/providers/Microsoft.Billing/billingAccounts/1844103,Trey Research Demo (DO NOT USE),Billing Account,USD,2024-07-01T00:00Z,2024-06-01T00:00Z,Usage,Tiered Block Blob - LRS - List and Create Container Operations - US East,Usage-Based,2024-06-10T00:00Z,2024-06-09T00:00Z,On-Demand,,,,,-0.00001,Microsoft,-0.000010,0.05,On-Demand,-0.00000002,Units,Microsoft,Microsoft,East US,/subscriptions/7a791768-9f91-55d1-934e-183293918895/resourceGroups/ftk-integration-tests/providers/Microsoft.Storage/storageAccounts/28d43c2dc8b24d3fbe41f1e2,28d43c2dc8b24d3fbe41f1e2,Storage account,Storage,Storage Accounts,6679783,6679783,/subscriptions/7a791768-9f91-55d1-934e-183293918895,Trey Research R&D Playground,Subscription,"{""CostCenter"": ""1234"",""CostAllocationTest"": ""Sameer"",""env"": ""prod"",""org"": ""trey"",""Project"": ""Foo""}",-0.00020000,Units,ACM Team,user-dddba4ef10@example.invalid,,0.05,1844103,Trey Research Demo (DO NOT USE),1,2024-06-01T00:00Z,1844103,Trey Research Demo (DO NOT USE),,SameerRuleWithTag,ACM9000,,,,0.05,,,113561,ACM,-0.0000000010,,0.05,,,10000,USD,Standard,10K,Cloud Provider,Microsoft,,,ftk-integration-tests,Microsoft.Storage/storageAccounts,,,Tiered Block Blob - LRS - List and Create Container Operations - US East,,True,Storage,c356d95d-4a2b-51ee-951c-6606d883db4f,LRS List and Create Container Operations,Tiered Block Blob,MS-AZR-0148P,,,AAD-37040,US East,,,
,0.000005256,/providers/Microsoft.Billing/billingAccounts/1844103,Trey Research Demo (DO NOT USE),Billing Account,USD,2024-07-01T00:00Z,2024-06-01T00:00Z,Usage,Tables - Batch Write Operations,Usage-Based,2024-06-10T00:00Z,2024-06-09T00:00Z,On-Demand,,,,,0.000005256,Microsoft,0.000005256,0.00036,On-Demand,0.00000146,Units,Microsoft,Microsoft,East US,/subscriptions/7a791768-9f91-55d1-934e-183293918895/resourceGroups/ftk-integration-tests/providers/Microsoft.Storage/storageAccounts/7849b3c6f49c461abda85240,7849b3c6f49c461abda85240,Storage account,Storage,Storage Accounts,1532608,1532608,/subscriptions/7a791768-9f91-55d1-934e-183293918895,Trey Research R&D Playground,Subscription,"{""CostCenter"": ""1234"",""CostAllocationTest"": ""Sameer"",""env"": ""prod"",""org"": ""trey"",""Project"": ""Foo""}",0.01460000,Units,ACM Team,user-dddba4ef10@example.invalid,,0.00036,1844103,Trey Research Demo (DO NOT USE),1,2024-06-01T00:00Z,1844103,Trey Research Demo (DO NOT USE),,,ACM9000,,,,0.00036,,,113561,ACM,0.0000000005256,,0.00036,,,10000,USD,Standard,10K,Cloud Provider,Microsoft,,,ftk-integration-tests,Microsoft.Storage/storageAccounts,,,Tables - Batch Write Operations,,True,Storage,ea86ecd8-111a-5a44-9ed1-1bc5d8fe41dd,Batch Write Operations,Tables,MS-AZR-0148P,,,N9H-00758,,,,
,0.0000024,/providers/Microsoft.Billing/billingAccounts/1844103,Trey Research Demo (DO NOT USE),Billing Account,USD,2024-07-01T00:00Z,2024-06-01T00:00Z,Usage,Queues v2 - LRS - Class 1 Operations - US East,Usage-Based,2024-06-10T00:00Z,2024-06-09T00:00Z,On-Demand,,,,,0.0000024,Microsoft,0.0000024,0.004,On-Demand,0.00000006,Units,Microsoft,Microsoft,East US,/subscriptions/eb0e8306-8441-5385-8f11-d0f7dbbc8110/resourceGroups/AnalyticsEngine/providers/Microsoft.Storage/storageAccounts/sqlvazrcgtstlsqjag,sqlvazrcgtstlsqjag,Storage account,Storage,Storage Accounts,1083568,1083568,/subscriptions/eb0e8306-8441-5385-8f11-d0f7dbbc8110,Trey Research Corporate,Subscription,"{""CostCenter"": ""1234"",""ms:Department"": ""test"",""Cost department"": ""Marketing"",""env"": ""prod"",""org"": ""trey"",""Project"": ""Foo""}",0.00060000,Units,ACM Team,user-dddba4ef10@example.invalid,,0.004,1844103,Trey Research Demo (DO NOT USE),1,2024-06-01T00:00Z,1844103,Trey Research Demo (DO NOT USE),,,ACM9000,,,,0.004,,,113561,ACM,0.00000000024,,0.004,,,10000,USD,Standard,10K,Cloud Provider,Microsoft,,,AnalyticsEngine,Microsoft.Storage/storageAccounts,,,Queues v2 - LRS - Class 1 Operations - US East,,True,Storage,08542e1f-7e31-5aa1-a42b-1919b782b61e,LRS Class 1 Operations,Queues v2,MS-AZR-0017P,,,AAA-71362,US East,,,
,-0.025,/providers/Microsoft.Billing/billingAccounts/1844103,Trey Research Demo (DO NOT USE),Billing Account,USD,2024-07-01T00:00Z,2024-06-01T00:00Z,Usage,Load Balancer - Standard Included LB Rules and Outbound Rules,Usage-Based,2024-06-12T00:00Z,2024-06-11T00:00Z,On-Demand,,,,,-0.025,Microsoft,-0.025,0.025,On-Demand,-1,Hours,Microsoft,Microsoft,East US 2,/subscriptions/7a791768-9f91-55d1-934e-183293918895/resourceGroups/devtestlab/providers/Microsoft.MachineLearningServices/workspaces/zmltestplayground,zmltestplayground,Azure Machine Learning workspace,AI and Machine Learning,Azure Machine Learning,1347980,1347980,/subscriptions/7a791768-9f91-55d1-934e-183293918895,Trey Research R&D Playground,Subscription,"{""CostAllocationTest"": ""Sameer"",""ComputeType"": ""Compute Instance""}",-1,Hours,ACM Team,user-dddba4ef10@example.invalid,,0.025,1844103,Trey Research Demo (DO NOT USE),1,2024-06-01T00:00Z,1844103,Trey Research Demo (DO NOT USE),,SameerRuleWithTag,ACM9000,,,,0.025,,,113561,ACM,-0.025,,0.025,,,1,USD,Standard,1 Hour,Cloud Provider,Microsoft,,,devtestlab,Microsoft.MachineLearningServices/workspaces,,,Load Balancer - Standard Included LB Rules and Outbound Rules,"{""AccountName"":""bai52238044515004711258a"",""PoolName"":""sentinel_0c4216ff-a799-4681-96e4-1a64ad037202"",""ConfigType"":""VirtualMachine"",""NodeType"":""Dedicated"",""PoolAllocationMode"":""BatchService"",""UsageType"":""loadbalancers"",""ClusterType"":""DSI"",""AmlWorkspaceId"":""83fbd782-a30d-5c81-812c-f500651c8456"",""AMLResourceType"":""Provisioner.Batch"",""SourceEventId"":""43a8c795-d049-5f16-ba32-5640801c81f8"",""SourceResourceProvider"":""Batch"",""HostSubscriptionId"":""14bc7948-da10-5282-a239-02ae153f75a6"",""EmittingService"":""Machine Learning Service - Non DSVM"",""Processor_Version"":""BillingProcessorV2""}",True,Load Balancer,3a30614e-5a0e-5fe3-b270-6251f439020d,Standard Included LB Rules and Outbound Rules,Standard,MS-AZR-0148P,,,AAA-21856,,,,
,-0.0000016,/providers/Microsoft.Billing/billingAccounts/1844103,Trey Research Demo (DO NOT USE),Billing Account,USD,2024-07-01T00:00Z,2024-06-01T00:00Z,Usage,Bandwidth Inter-Region - Intra Continent Data Transfer Out - North America,Usage-Based,2024-06-20T00:00Z,2024-06-19T00:00Z,On-Demand,,,,,-0.0000016,Microsoft,-0.0000016,0.02,On-Demand,-0.00008,GB,Microsoft,Microsoft,West US,/subscriptions/7a791768-9f91-55d1-934e-183293918895/resourceGroups/pulkit-test-rg/providers/Microsoft.Storage/storageAccounts/exportfirewallstorage,exportfirewallstorage,Storage account,Storage,Storage Accounts,357999429,357999429,/subscriptions/7a791768-9f91-55d1-934e-183293918895,Trey Research R&D Playground,Subscription,"{""CostCenter"": ""1234"",""CostAllocationTest"": ""Sameer"",""env"": ""prod"",""org"": ""trey"",""Project"": ""Foo""}",-0.00008,GB,ACM Team,user-dddba4ef10@example.invalid,,0.02,1844103,Trey Research Demo (DO NOT USE),1,2024-06-01T00:00Z,1844103,Trey Research Demo (DO NOT USE),,SameerRuleWithTag,ACM9000,,,,0.02,,,113561,ACM,-0.0000016,,0.02,,,1,USD,Standard,1 GB,Cloud Provider,Microsoft,,,pulkit-test-rg,Microsoft.Storage/storageAccounts,,,Bandwidth Inter-Region - Intra Continent Data Transfer Out - North America,,True,Bandwidth,caf86283-3eca-52f1-a94e-1b825ce7c151,Intra Continent Data Transfer Out,Inter-Region,MS-AZR-0148P,,,AAD-84507,North America,,,
,0.000006,/providers/Microsoft.Billing/billingAccounts/1844103,Trey Research Demo (DO NOT USE),Billing Account,USD,2024-07-01T00:00Z,2024-06-01T00:00Z,Usage,Files - List Operations,Usage-Based,2024-06-20T00:00Z,2024-06-19T00:00Z,On-Demand,,,,,0.000006,Microsoft,0.0000060,0.015,On-Demand,0.00000004,Units,Microsoft,Microsoft,East US,/subscriptions/eb0e8306-8441-5385-8f11-d0f7dbbc8110/resourceGroups/petsupply-rg/providers/Microsoft.Storage/storageAccounts/petsupplylogs,petsupplylogs,Storage account,Storage,Storage Accounts,1271667,1271667,/subscriptions/eb0e8306-8441-5385-8f11-d0f7dbbc8110,Trey Research Corporate,Subscription,"{""CostCenter"": ""1234"",""Cost department"": ""Marketing"",""env"": ""prod"",""org"": ""trey"",""Project"": ""Foo""}",0.00040000,Units,ACM Team,user-dddba4ef10@example.invalid,,0.015,1844103,Trey Research Demo (DO NOT USE),1,2024-06-01T00:00Z,1844103,Trey Research Demo (DO NOT USE),,,ACM9000,,,,0.015,,,113561,ACM,0.00000000060,,0.015,,,10000,USD,Standard,10K,Cloud Provider,Microsoft,,,petsupply-rg,Microsoft.Storage/storageAccounts,,,Files - List Operations,,True,Storage,8c985aea-eec4-50c7-8105-a7198778e45c,List Operations,Files,MS-AZR-0017P,,,N9H-00817,,,,
,0.005,/providers/Microsoft.Billing/billingAccounts/1844103,Trey Research Demo (DO NOT USE),Billing Account,USD,2024-07-01T00:00Z,2024-06-01T00:00Z,Usage,IP Addresses - Standard IPv4 Static Public IP - Dev/Test,Usage-Based,2024-06-06T00:00Z,2024-06-05T00:00Z,On-Demand,,,,,0.005,Microsoft,0.005,0.005,On-Demand,1,Hours,Microsoft,Microsoft,East US 2,/subscriptions/7a791768-9f91-55d1-934e-183293918895/resourceGroups/devtestlab/providers/Microsoft.MachineLearningServices/workspaces/zmltestplayground,zmltestplayground,Azure Machine Learning workspace,AI and Machine Learning,Azure Machine Learning,294814337,294814337,/subscriptions/7a791768-9f91-55d1-934e-183293918895,Trey Research R&D Playground,Subscription,"{""CostAllocationTest"": ""Sameer"",""ComputeType"": ""Compute Instance""}",1,Hours,ACM Team,user-dddba4ef10@example.invalid,,0.005,1844103,Trey Research Demo (DO NOT USE),1,2024-06-01T00:00Z,1844103,Trey Research Demo (DO NOT USE),,,ACM9000,,,,0.005,,,113561,ACM,0.005,,0.005,,,1,USD,Standard,1 Hour,Cloud Provider,Microsoft,,,devtestlab,Microsoft.MachineLearningServices/workspaces,,,IP Addresses - Standard IPv4 Static Public IP - Dev/Test,"{""AccountName"":""bai52238044515004711258a"",""PoolName"":""sentinel_0c4216ff-a799-4681-96e4-1a64ad037202"",""ConfigType"":""VirtualMachine"",""NodeType"":""Dedicated"",""PoolAllocationMode"":""BatchService"",""UsageType"":""publicipaddresses"",""ClusterType"":""DSI"",""AmlWorkspaceId"":""83fbd782-a30d-5c81-812c-f500651c8456"",""AMLResourceType"":""Provisioner.Batch"",""SourceEventId"":""442176aa-1e28-5d46-85bb-de1d42269864"",""SourceResourceProvider"":""Batch"",""HostSubscriptionId"":""14bc7948-da10-5282-a239-02ae153f75a6"",""EmittingService"":""Machine Learning Service - Non DSVM"",""Processor_Version"":""BillingProcessorV2""}",True,Virtual Network,403aa1e7-ba36-53a4-ac8a-8792ee6343a9,Standard IPv4 Static Public IP,IP Addresses,MS-AZR-0148P,,,AAD-84351,,,,
